O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology
41-9031.00,Sales Engineers,Microsoft Office Live Meeting,43233502,Video conferencing ,N
41-9031.00,Sales Engineers,WebEx Sales Center,43232106,Presentation ,N
41-9041.00,Telemarketers,Acarda Sales Technologies Acarda Outbound,43231501,Helpdesk or call center ,N
41-9041.00,Telemarketers,Automatic call distribution software,43231501,Helpdesk or call center ,N
41-9041.00,Telemarketers,Database Systems Corp Telemation,43232303,Customer relationship management CRM ,N
41-9041.00,Telemarketers,Interactive voice response software,43232703,Interactive voice response ,N
41-9041.00,Telemarketers,Remote access call center software,43232901,Access ,N
41-9041.00,Telemarketers,Softphone software,43231501,Helpdesk or call center ,N
41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",Route mapping software,43232504,Route navigation ,N
43-2021.00,Telephone Operators,Video conference software,43233502,Video conferencing ,N
43-3011.00,Bill and Account Collectors,ADP Drive DMS for Accounting,43231601,Accounting ,N
43-3011.00,Bill and Account Collectors,ADS Advantage,43232303,Customer relationship management CRM ,N
43-3011.00,Bill and Account Collectors,Adtec Agency Manager,43232303,Customer relationship management CRM ,N
43-3011.00,Bill and Account Collectors,Austin Logistics CallSelect,43232303,Customer relationship management CRM ,N
43-3011.00,Bill and Account Collectors,Collection Data Systems CollectOne-Tiger,43232303,Customer relationship management CRM ,N
43-3011.00,Bill and Account Collectors,Columbia Ultimate Archive,43232303,Customer relationship management CRM ,N
43-3011.00,Bill and Account Collectors,Columbia Ultimate Remit,43232611,Point of sale POS ,N
43-3011.00,Bill and Account Collectors,Columbia Ultimate RPCS,43232303,Customer relationship management CRM ,N
43-3011.00,Bill and Account Collectors,CU Connect processing software,43232901,Access ,N
43-3011.00,Bill and Account Collectors,Data-Tel Ceasar,43232303,Customer relationship management CRM ,N
43-3011.00,Bill and Account Collectors,Debt account management and collection software,43232303,Customer relationship management CRM ,N
43-3011.00,Bill and Account Collectors,LexisNexis Banko,43232309,Information retrieval or search ,N
43-3011.00,Bill and Account Collectors,Ontario Systems FACS,43232303,Customer relationship management CRM ,N
43-3011.00,Bill and Account Collectors,Quantrax Intelec,43232303,Customer relationship management CRM ,N
43-3011.00,Bill and Account Collectors,System Innovators,43232611,Point of sale POS ,N
43-3011.00,Bill and Account Collectors,TCI XML Credit Interface,43232309,Information retrieval or search ,N
43-3011.00,Bill and Account Collectors,W3 Data BatchAppend411,43232309,Information retrieval or search ,N
43-3021.01,Statement Clerks,Accuity EPICWare,43231604,Financial analysis ,N
43-3021.01,Statement Clerks,Check imaging software,43232102,Graphics or photo imaging ,N
43-3021.01,Statement Clerks,Check processing software,43232202,Document management ,N
43-3021.01,Statement Clerks,Check sorting control software,43232608,Industrial control ,N
43-3021.01,Statement Clerks,Fiserv PEP+ reACH,43232102,Graphics or photo imaging ,N
43-3021.01,Statement Clerks,HelpIT Systems addressIT,43232303,Customer relationship management CRM ,N
43-3021.01,Statement Clerks,Image Deposit Exchange Check Station,43232901,Access ,N
43-3021.01,Statement Clerks,Image exchange networks,43232102,Graphics or photo imaging ,N
43-3021.01,Statement Clerks,Image replacement document IRD printing software,43232102,Graphics or photo imaging ,N
43-3021.01,Statement Clerks,IPS of Boston DoubleCheck,43231604,Financial analysis ,N
43-3021.01,Statement Clerks,Mitek Systems ImageNet Payments,43232102,Graphics or photo imaging ,N
43-3021.01,Statement Clerks,Positive pay software,43231604,Financial analysis ,N
43-3021.01,Statement Clerks,Remote deposit capture software,43232901,Access ,N
43-3021.01,Statement Clerks,VECTORsgi Check Management Solution,43232202,Document management ,N
43-3021.01,Statement Clerks,VECTORsgi Image Exchange Solution,43232102,Graphics or photo imaging ,N
43-3021.02,"Billing, Cost, and Rate Clerks",Allscripts Professional PM,43231601,Accounting ,N
43-3021.02,"Billing, Cost, and Rate Clerks",Automated billing software,43231601,Accounting ,N
43-3021.02,"Billing, Cost, and Rate Clerks",File management systems,43232202,Document management ,N
43-3021.02,"Billing, Cost, and Rate Clerks",Medical billing software,43231601,Accounting ,N
43-3021.02,"Billing, Cost, and Rate Clerks",Prime Clinical,43231601,Accounting ,N
43-3021.02,"Billing, Cost, and Rate Clerks",QuoteWerks,43231604,Financial analysis ,N
43-3021.02,"Billing, Cost, and Rate Clerks",Sage Medical Manager,43231601,Accounting ,N
43-3021.02,"Billing, Cost, and Rate Clerks",Seasoft,43231601,Accounting ,N
43-3021.02,"Billing, Cost, and Rate Clerks",Thomson Reuters Elite Enterprise,43231601,Accounting ,N
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",ACS Technologies ACS Financial Suite,43231601,Accounting ,N
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Activant Solutions Activant Prophet 21,43231601,Accounting ,N
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Advanced Management Systems Software for Wineries,43231602,Enterprise resource planning ERP ,Y
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",American HealthTech Financial,43231601,Accounting ,N
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Blackbaud The Financial Edge,43231601,Accounting ,N
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",BLS Software Invoice!,43231601,Accounting ,N
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",ComputerEase,43231601,Accounting ,N
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Corporate Responsibility System Technologies Limited CRSTL Compliance Positioning System,43232606,Compliance ,N
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",FlexiFinancials FlexiLedger,43231601,Accounting ,N
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",FLS eDP.Payrolltax,43232606,Compliance ,N
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Infor Global Solutions Starbuilder,43231601,Accounting ,N
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Sage 100 ERP,43231602,Enterprise resource planning ERP ,Y
43-3051.00,Payroll and Timekeeping Clerks,ADP PC/Payroll,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,API Navigator,43231505,Human resources ,N
43-3051.00,Payroll and Timekeeping Clerks,Automated payroll software,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,Automated timekeeping software,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,BMH Open4 Payroll,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,BSI ComplianceFactory,43232606,Compliance ,N
43-3051.00,Payroll and Timekeeping Clerks,CyberShift Workforce Management 3G Time and Attendance,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,EBS On Line InstaPay,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,Galaxy Technologies TimeStar Enterprise,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,Human Resource MicroSystems HR Entre,43231505,Human resources ,N
43-3051.00,Payroll and Timekeeping Clerks,Jantek Jupiter Time Attendance,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,Microsoft Great Plains Personal Data Keeper,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,NuView EBS,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,Oracle PeopleSoft Payroll for North America,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,Paychex Preview,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,PayData Advanced HR,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,PDS Vista,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,Penta software,43231601,Accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,RSM McGladrey Clear Pay,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,SAP Americas mySAP ERP Human Capital Management HCM,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,TimeForce,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,TimePlus Payroll,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,UNITIME,43231605,Time accounting ,N
43-3051.00,Payroll and Timekeeping Clerks,Virtual Software Virtual Timecard,43231605,Time accounting ,N
43-3061.00,Procurement Clerks,Autotask,43231602,Enterprise resource planning ERP ,Y
43-3061.00,Procurement Clerks,IBM Maximo Asset Management,43231602,Enterprise resource planning ERP ,Y
43-3061.00,Procurement Clerks,Radiant Systems CounterPoint,43231602,Enterprise resource planning ERP ,Y
43-3071.00,Tellers,Information Technology Incorporated Premier Teller,43231601,Accounting ,N
43-3071.00,Tellers,Jack Henry & Associates Vertex,43231602,Enterprise resource planning ERP ,Y
43-3071.00,Tellers,Southern Data Systems TellerPro,43231601,Accounting ,N
43-3071.00,Tellers,Total Turnkey Solutions E-Vision,43232306,Data base user interface and query ,N
43-4011.00,Brokerage Clerks,Account management software,43231601,Accounting ,N
43-4011.00,Brokerage Clerks,Online trading software,43232702,Desktop communications ,N
43-4011.00,Brokerage Clerks,Royal Alliance VISION2020 Core,43232303,Customer relationship management CRM ,N
43-4011.00,Brokerage Clerks,Transaction processing software,43232306,Data base user interface and query ,N
43-4011.00,Brokerage Clerks,WiredRed Software e/pop Basic,43232702,Desktop communications ,N
43-4021.00,Correspondence Clerks,Imaging software,43232102,Graphics or photo imaging ,N
43-4031.01,Court Clerks,Abilis CORIS Offender Management System,43232306,Data base user interface and query ,N
43-4031.01,Court Clerks,IBM Judicial Enforcement Management System JEMS,43232306,Data base user interface and query ,N
43-4031.01,Court Clerks,Spreadsheet applications,43232110,Spreadsheet ,N
43-4031.02,Municipal Clerks,Data Technologies Summit,43232305,Data base reporting ,N
43-4041.02,Credit Checkers,Equifax software,43231604,Financial analysis ,N
43-4041.02,Credit Checkers,Experian software,43231604,Financial analysis ,N
43-4041.02,Credit Checkers,Spreadsheet programs,43232110,Spreadsheet ,N
43-4051.00,Customer Service Representatives,Active Data Online WebChat,43233503,Network conferencing ,N
43-4051.00,Customer Service Representatives,AS/400 Database,43232306,Data base user interface and query ,N
43-4051.00,Customer Service Representatives,Astute Solutions PowerCenter,43233501,Electronic mail ,N
43-4051.00,Customer Service Representatives,Austin Logistics CallTech,43232303,Customer relationship management CRM ,N
43-4051.00,Customer Service Representatives,Austin Logistics Valeo,43232303,Customer relationship management CRM ,N
43-4051.00,Customer Service Representatives,Customer account management software,43232303,Customer relationship management CRM ,N
43-4051.00,Customer Service Representatives,Customer complaint ticketing management software,43232303,Customer relationship management CRM ,N
43-4051.00,Customer Service Representatives,Customer service and support software,43232303,Customer relationship management CRM ,N
43-4051.00,Customer Service Representatives,Customer service knowledge generation software,43232306,Data base user interface and query ,N
43-4051.00,Customer Service Representatives,DSC Pacer Interactive Voice Response System,43233413,Voice recognition ,N
43-4051.00,Customer Service Representatives,eStara Softphone,43233503,Network conferencing ,N
43-4051.00,Customer Service Representatives,Hosted Support ezSupport Pro,43232303,Customer relationship management CRM ,N
43-4051.00,Customer Service Representatives,Intuit QuickBooks Enterprise Solutions,43231602,Enterprise resource planning ERP ,Y
43-4051.00,Customer Service Representatives,iShip,43231506,Materials requirements planning logistics and supply chain ,N
43-4051.00,Customer Service Representatives,j2 Global Communications onebox,43231501,Helpdesk or call center ,N
43-4051.00,Customer Service Representatives,Lynk Everest,43232303,Customer relationship management CRM ,N
43-4051.00,Customer Service Representatives,Main Street Softworks Monetra,43232611,Point of sale POS ,N
43-4051.00,Customer Service Representatives,Multi-channel contact center software,43232903,Contact center ,N
43-4051.00,Customer Service Representatives,"Open Text Fax Server, RightFax Edition",43232904,Fax ,N
43-4051.00,Customer Service Representatives,Parature eRealtime,43233503,Network conferencing ,N
43-4051.00,Customer Service Representatives,Parature eTicket,43232303,Customer relationship management CRM ,N
43-4051.00,Customer Service Representatives,ShoreTel,43232902,Communications server ,N
43-4051.00,Customer Service Representatives,Stamps.com software,43232306,Data base user interface and query ,N
43-4051.00,Customer Service Representatives,SugarSync,43233415,Backup or archival ,N
43-4051.00,Customer Service Representatives,Telemation e-CRM,43232303,Customer relationship management CRM ,N
43-4051.00,Customer Service Representatives,Timpani Chat,43233503,Network conferencing ,N
43-4051.00,Customer Service Representatives,Timpani Contact Center,43232903,Contact center ,N
43-4051.00,Customer Service Representatives,Timpani Email,43232903,Contact center ,N
43-4051.00,Customer Service Representatives,Unified messaging software,43233509,Mobile messaging service ,N
43-4051.03,Patient Representatives,"Admissions, discharge, and transfer ADT software",43232610,Medical ,N
43-4051.03,Patient Representatives,CareOne CareEnsure,43232303,Customer relationship management CRM ,N
43-4051.03,Patient Representatives,Complaint management software,43232303,Customer relationship management CRM ,N
43-4051.03,Patient Representatives,Manhattan Cross Cultural Group Quality Interactions,43232303,Customer relationship management CRM ,N
